name,type,start_time,duration,"identifier","extended","num_data_bytes","RemoteFrame","remote_frame","crc","ack","data"
"CAN","data_field",0.898392,0.000028,,,,,,,,0x5A
"CAN","data_field",0.898424,0.000028,,,,,,,,0x64
"CAN","data_field",0.898456,0.000032,,,,,,,,0x00
"CAN","data_field",0.898496,0.000028,,,,,,,,0x64
"CAN","data_field",0.898528,0.000028,,,,,,,,0x30
"CAN","crc_field",0.89856,0.000064,,,,,,0x0000000000001209,,
"CAN","ack_field",0.898632,0.000004,,,,,,,true,
"CAN","identifier_field",0.898684,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.898744,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.898764,0.000032,,,,,,,,0xE2
"CAN","data_field",0.8988,0.000032,,,,,,,,0x00
"CAN","data_field",0.898836,0.000036,,,,,,,,0x00
"CAN","crc_field",0.898876,0.000056,,,,,,0x0000000000002F6A,,
"CAN","ack_field",0.89894,0.000004,,,,,,,true,
"CAN","identifier_field",0.921234,0.000136,0x000000001C7B9F71,true,,true,,,,
"CAN","control_field",0.921374,0.000016,,,0x000000000000000F,,,,,
"CAN","crc_field",0.921394,0.00006,,,,,,0x0000000000006F3C,,
"CAN","ack_field",0.921462,0.000004,,,,,,,false,
"CAN","identifier_field",0.941318,0.000132,0x000000001C739E78,true,,true,,,,
"CAN","control_field",0.941454,0.000012,,,0x0000000000000001,,,,,
"CAN","crc_field",0.94147,0.000056,,,,,,0x00000000000073CF,,
"CAN","ack_field",0.941534,0.000004,,,,,,,false,
"CAN","identifier_field",0.948219,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.948283,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.948299,0.000032,,,,,,,,0x03
"CAN","data_field",0.948335,0.000028,,,,,,,,0x5A
"CAN","data_field",0.948367,0.000028,,,,,,,,0x64
"CAN","data_field",0.948399,0.000028,,,,,,,,0x5A
"CAN","data_field",0.948431,0.000028,,,,,,,,0x64
"CAN","data_field",0.948463,0.000032,,,,,,,,0x00
"CAN","data_field",0.948503,0.000028,,,,,,,,0x64
"CAN","data_field",0.948535,0.000028,,,,,,,,0x21
"CAN","crc_field",0.948567,0.000064,,,,,,0x0000000000007A07,,
"CAN","ack_field",0.948639,0.000004,,,,,,,true,
"CAN","identifier_field",0.948691,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.948751,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.948771,0.000028,,,,,,,,0xB3
"CAN","data_field",0.948803,0.000032,,,,,,,,0x01
"CAN","data_field",0.948839,0.000032,,,,,,,,0x00
"CAN","crc_field",0.948875,0.00006,,,,,,0x0000000000007FC5,,
"CAN","ack_field",0.948943,0.000004,,,,,,,true,
"CAN","identifier_field",0.998222,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",0.998286,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",0.998302,0.000032,,,,,,,,0x03
"CAN","data_field",0.998338,0.000028,,,,,,,,0x5A
"CAN","data_field",0.99837,0.000028,,,,,,,,0x64
"CAN","data_field",0.998402,0.000028,,,,,,,,0x5A
"CAN","data_field",0.998434,0.000028,,,,,,,,0x64
"CAN","data_field",0.998466,0.000032,,,,,,,,0x00
"CAN","data_field",0.998506,0.000028,,,,,,,,0x64
"CAN","data_field",0.998538,0.000028,,,,,,,,0x32
"CAN","crc_field",0.99857,0.000056,,,,,,0x0000000000005CA2,,
"CAN","ack_field",0.998634,0.000004,,,,,,,true,
"CAN","identifier_field",0.998686,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",0.998746,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",0.998766,0.000028,,,,,,,,0x6B
"CAN","data_field",0.998798,0.000032,,,,,,,,0x02
"CAN","data_field",0.998834,0.000032,,,,,,,,0x00
"CAN","crc_field",0.99887,0.000056,,,,,,0x0000000000004E8A,,
"CAN","ack_field",0.998934,0.000004,,,,,,,true,
"CAN","identifier_field",1.021367,0.000056,0x00000000000003DF,,,,,,,
"CAN","control_field",1.021427,0.000012,,,0x000000000000000C,,,,,
"CAN","data_field",1.021443,0.000032,,,,,,,,0xFF
"CAN","data_field",1.021479,0.000032,,,,,,,,0xDF
"CAN","data_field",1.021519,0.000028,,,,,,,,0x71
"CAN","data_field",1.021551,0.000028,,,,,,,,0xCF
"CAN","data_field",1.021583,0.000036,,,,,,,,0xBF
"CAN","identifier_field",1.041397,0.000056,0x00000000000005FE,,,,true,,,
"CAN","control_field",1.041457,0.000012,,,0x000000000000000E,,,,,
"CAN","crc_field",1.041473,0.000056,,,,,,0x0000000000001C79,,
"CAN","ack_field",1.041537,0.000004,,,,,,,false,
"CAN","identifier_field",1.041629,0.00014,0x000000001D7FBEF3,true,,true,,,,
"CAN","control_field",1.041777,0.000012,,,0x000000000000000F,,,,,
"CAN","identifier_field",1.048227,0.00006,0x0000000000000300,,,,,,,
"CAN","control_field",1.048291,0.000012,,,0x0000000000000008,,,,,
"CAN","data_field",1.048307,0.000032,,,,,,,,0x03
"CAN","data_field",1.048343,0.000028,,,,,,,,0x5A
"CAN","data_field",1.048375,0.000028,,,,,,,,0x64
"CAN","data_field",1.048407,0.000028,,,,,,,,0x5A
"CAN","data_field",1.048439,0.000028,,,,,,,,0x64
"CAN","data_field",1.048471,0.000032,,,,,,,,0x00
"CAN","data_field",1.048511,0.000028,,,,,,,,0x64
"CAN","data_field",1.048543,0.000028,,,,,,,,0x23
"CAN","crc_field",1.048575,0.000056,,,,,,0x00000000000034AC,,
"CAN","ack_field",1.048639,0.000004,,,,,,,true,
"CAN","identifier_field",1.048691,0.000056,0x0000000000000301,,,,,,,
"CAN","control_field",1.048751,0.000016,,,0x0000000000000003,,,,,
"CAN","data_field",1.048771,0.000028,,,,,,,,0x96
